1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.0,0.0,0.0,0.0,-9492.0,-400.0,0.0,0.0,0.0,0.0,0.0,-45376.0,0.0,0.0,0.0,-569.0,0.0,0.0,0.0,0.0,-200.0,-26785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40318.0,0.0,-1297.0,0.0,0.0,-912.0,0.0,0.0,-295.0,0.0,5464.0,0.0,0.0,0.0,-62.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,802.0,-2384.0,0.0,-2432.0,-4599.0,0.0,0.0,-4448.0,0.0,0.0,0.0,2856.0,0.0,0.0,0.0,0.0,0.0,-10877.0,0.0,0.0,0.0,0.0,0.0,0.0,-280.0,0.0,0.0,0.0,-4764.0,0.0,0.0,0.0,-7621.0,-150.0,0.0,0.0,-250.0,-4738.0,-99.0,0.0,0.0,0.0,-6000.0,0.0,0.0,0.0
-620.0,0.0,11136.0,-248.0,-165765.0,-6258.0,0.0,0.0,0.0,0.0,0.0,-68905.0,-562.0,0.0,0.0,-11495.0,0.0,0.0,-3864.0,0.0,-652.0,3220.0,0.0,-546.0,0.0,-3039.0,0.0,0.0,-450.0,0.0,0.0,0.0,-104720.0,0.0,0.0,-13231.0,0.0,-61.0,0.0,-2047.0,-62.0,-2362.0,146933.0,0.0,0.0,0.0,-950.0,-8283.0,0.0,0.0
0.0,0.0,0.0,0.0,-25458.0,0.0,0.0,0.0,0.0,0.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2977.0,-7268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-292502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-2798.0,0.0,0.0,79000.0,0.0,0.0,0.0,-299.0,0.0,0.0,0.0,-20988.0,0.0,0.0,0.0,0.0,0.0,-11495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-6952.0,0.0,-71245.0,0.0,0.0,0.0,0.0,0.0,-590.0,-7778.0,0.0,0.0,0.0,-10834.0,0.0,0.0,0.0,0.0,0.0,2436.0,0.0,0.0,0.0,-4910.0,0.0,0.0,0.0,0.0,0.0,0.0,-28728.0,0.0,-250.0,-893.0,0.0,-7381.0,0.0,-2356.0,0.0,0.0,10100.0,0.0,0.0,0.0,-2745.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-62926.0,-11703.0,0.0,0.0,0.0,0.0,-2160.0,-174790.0,0.0,0.0,0.0,-6341.0,0.0,0.0,0.0,0.0,-740.0,124980.0,0.0,-318.0,0.0,-21578.0,0.0,0.0,-760.0,318.0,0.0,0.0,-151920.0,0.0,-5101.0,0.0,0.0,-4202.0,0.0,0.0,0.0,0.0,60899.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0
-449.0,0.0,0.0,0.0,-15147.0,-3737.0,0.0,-4345.0,0.0,0.0,0.0,-46664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3083.0,-200.0,0.0,0.0,0.0,-19128.0,0.0,0.0,0.0,0.0,0.0,0.0,-457387.0,0.0,0.0,-1776.0,0.0,-8814.0,0.0,0.0,0.0,0.0,-1475.0,-55061.0,0.0,0.0,0.0,0.0,0.0,-1260.0
0.0,0.0,0.0,0.0,-140987.0,-13209.0,0.0,0.0,0.0,0.0,0.0,-3530.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,-48067.0,0.0,0.0,0.0,1440.0,0.0,0.0,-590.0,0.0,0.0,0.0,-207140.0,0.0,-424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155096.0,0.0,0.0,-417.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-13828.0,-2155.0,0.0,-1000.0,0.0,0.0,0.0,-4070.0,0.0,0.0,-4538.0,-4378.0,0.0,0.0,0.0,0.0,9857.0,1744.0,0.0,0.0,0.0,-700.0,0.0,0.0,-331.0,0.0,0.0,0.0,-33352.0,0.0,-4201.0,0.0,0.0,-6224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1442.0,0.0,0.0,-4256.0,0.0
0.0,0.0,0.0,0.0,-515.0,0.0,0.0,-130.0,0.0,0.0,-200.0,-35892.0,0.0,0.0,-400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12032.0,0.0,0.0,0.0,0.0,0.0,0.0,-17672.0,0.0,0.0,0.0,0.0,-1416.0,0.0,0.0,0.0,0.0,41795.0,0.0,0.0,0.0,-652.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-68721.0,-599.0,0.0,0.0,0.0,0.0,0.0,-39990.0,0.0,0.0,0.0,-64.0,0.0,0.0,0.0,0.0,-599.0,-14278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76395.0,0.0,354.0,0.0,0.0,-2502.0,0.0,0.0,0.0,0.0,195001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-27318.0,0.0,0.0,0.0,56920.0,-103518.0,0.0,0.0,0.0,0.0,-30180.0,-181801.0,0.0,-620.0,0.0,-2760.0,0.0,0.0,-634.0,0.0,-676.0,-15553.0,0.0,0.0,0.0,-856.0,0.0,0.0,0.0,0.0,0.0,-1420.0,92885.0,0.0,68982.0,0.0,0.0,-10070.0,0.0,-28.0,0.0,-12164.0,120506.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-45703.0,-890.0,0.0,0.0,0.0,0.0,0.0,-36709.0,0.0,0.0,0.0,-10794.0,0.0,0.0,0.0,0.0,0.0,-2494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-178524.0,0.0,-9726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-9657.0,-5070.0,-3235.0,0.0,0.0,0.0,0.0,-18521.0,0.0,0.0,0.0,-1650.0,0.0,0.0,0.0,0.0,1339.0,-25693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146662.0,0.0,-125.0,-6350.0,0.0,-2676.0,0.0,0.0,0.0,0.0,22031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-163.0,0.0,0.0,0.0,0.0,0.0,0.0,-818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1493.0,-158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1000.0,-23372.0,-34655.0,-125075.0,0.0,-8800.0,0.0,0.0,-490.0,-81454.0,0.0,-619.0,0.0,-7369.0,0.0,0.0,0.0,0.0,-15620.0,-14929.0,0.0,0.0,0.0,-54329.0,0.0,0.0,-1857.0,-2382.0,0.0,0.0,-74137.0,-390.0,-4556.0,-16283.0,0.0,0.0,0.0,0.0,0.0,-5372.0,24566.0,0.0,0.0,-850.0,0.0,0.0,-9000.0,0.0
0.0,0.0,0.0,0.0,-47311.0,2390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-932.0,39998.0,0.0,0.0,0.0,-1346.0,0.0,0.0,0.0,0.0,0.0,0.0,149911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11450.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0
5102.0,0.0,-597.0,0.0,-312026.0,-1455.0,0.0,0.0,-138.0,0.0,0.0,-74189.0,0.0,0.0,0.0,-5159.0,0.0,0.0,0.0,0.0,-800.0,-15572.0,0.0,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-133094.0,0.0,-1326.0,-50.0,0.0,-172.0,0.0,0.0,0.0,28.0,183.0,-145.0,0.0,-3900.0,-480.0,0.0,0.0,0.0
-4308.0,0.0,-30397.0,-8226.0,-54767.0,-14922.0,0.0,-2628.0,0.0,0.0,-3229.0,-782882.0,-2220.0,0.0,-428.0,-8146.0,0.0,0.0,0.0,-508.0,-1474.0,-83422.0,0.0,31300.0,0.0,-18511.0,0.0,0.0,0.0,0.0,0.0,0.0,-128611.0,0.0,0.0,-836.0,-200.0,-2100.0,0.0,9420.0,0.0,0.0,429590.0,0.0,0.0,8142.0,-396.0,0.0,0.0,0.0
0.0,0.0,28896.0,-12666.0,-4985.0,-197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2859.0,0.0,0.0,0.0,0.0,0.0,-104169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-949.0,-72648.0,0.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,0.0
0.0,0.0,0.0,0.0,-17714.0,-55531.0,0.0,0.0,0.0,0.0,0.0,-1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1300.0,0.0,0.0,-228141.0,0.0,-56.0,-10750.0,0.0,0.0,0.0,-20960.0,-154.0,-3448.0,-18500.0,0.0,0.0,-975.0,0.0,0.0,-3091.0,0.0
-43332.0,-100.0,0.0,-396.0,-75431.0,-5010.0,0.0,0.0,0.0,0.0,0.0,-599289.0,0.0,0.0,2080.0,-138684.0,-8295.0,-3340.0,-132452.0,-16644.0,-93349.0,-15165.0,0.0,0.0,0.0,-246393.0,-900.0,0.0,0.0,0.0,0.0,-7732.0,3280401.0,0.0,-411432.0,-111391.0,0.0,-60107.0,0.0,-3837.0,0.0,-34466.0,841036.0,0.0,0.0,-23284.0,-9090.0,-2265.0,0.0,0.0
0.0,0.0,0.0,0.0,-75412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-661.0,0.0,0.0,0.0,0.0,0.0,-13601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-8197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9412.0,0.0,0.0,0.0,0.0,0.0,0.0,-87016.0,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,-22981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2580.0,-21155.0,129016.0,-36472.0,-3175.0,0.0,0.0,0.0,-291.0,-295500.0,0.0,0.0,-900.0,-24957.0,0.0,0.0,0.0,-11259.0,-49387.0,-121966.0,-22677.0,0.0,0.0,-6769.0,0.0,0.0,0.0,0.0,0.0,2600.0,33968.0,0.0,-16508.0,-34505.0,-16588.0,-10800.0,-6090.0,-62.0,-900.0,-31642.0,126502.0,0.0,0.0,-926.0,-20656.0,-2897.0,0.0,0.0
0.0,0.0,-1000.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-124826.0,0.0,-1028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32227.0,0.0,0.0,0.0,-922.0,0.0,0.0,-3500.0,0.0,0.0,0.0,36066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6432.0,5902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-327329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-562.0,0.0,0.0,0.0,0.0,0.0,4280.0,0.0,0.0,0.0,-70.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-297.0,-5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22310.0,0.0,0.0,0.0,0.0,-658.0,0.0,0.0,0.0,0.0,-150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-31527.0,0.0,0.0,0.0,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,-831.0,0.0,0.0,-390.0,0.0,-299.0,-27881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148601.0,0.0,0.0,0.0,0.0,-7659.0,0.0,-3271.0,0.0,0.0,90536.0,-1644.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-3646.0,0.0,0.0,0.0,0.0,0.0,0.0,-14966.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.0,-20691.0,0.0,0.0,0.0,-3300.0,0.0,0.0,0.0,0.0,0.0,0.0,-19311.0,0.0,0.0,-1856.0,0.0,-700.0,0.0,0.0,0.0,0.0,28399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-192990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-8978.0,0.0,0.0,5188.0,-3490.0,0.0,0.0,-17708.0,0.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,-305.0,36988.0,0.0,-652.0,0.0,-6939.0,0.0,0.0,0.0,0.0,0.0,0.0,4776.0,-822.0,0.0,-1308.0,0.0,-308.0,0.0,0.0,0.0,0.0,11569.0,-400.0,0.0,0.0,-250.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14166.0,0.0,0.0,0.0,0.0,0.0,0.0,-34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39000.0,-210.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-27281.0,-2004.0,0.0,9776.0,0.0,0.0,0.0,-49420.0,0.0,-320.0,0.0,-1660.0,0.0,0.0,0.0,0.0,-5491.0,-62394.0,0.0,0.0,0.0,-1282.0,0.0,0.0,0.0,0.0,0.0,0.0,-383557.0,0.0,-4441.0,-2096.0,0.0,-9189.0,0.0,0.0,-380.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-8921.0,-78127.0,-40046.0,0.0,0.0,0.0,0.0,0.0,-85832.0,0.0,0.0,-1850.0,4390.0,0.0,0.0,-297.0,0.0,-1631.0,-8243.0,0.0,0.0,0.0,-4022.0,0.0,0.0,0.0,0.0,0.0,0.0,-85812.0,0.0,0.0,0.0,0.0,-15136.0,0.0,-24796.0,0.0,0.0,5874.0,-1726.0,0.0,-1526.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-424.0,-1151.0,0.0,27400.0,0.0,0.0,-21610.0,-33084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2589.0,0.0,0.0,0.0,-1954.0,0.0,0.0,0.0,0.0,0.0,0.0,-162254.0,0.0,0.0,0.0,0.0,-13118.0,0.0,0.0,0.0,0.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11182.0,0.0,0.0,0.0,-15878.0,0.0,2327.0,0.0,6538.0,0.0,0.0,-36625.0,0.0,0.0,0.0,5802.0,-1000.0,-1010.0,0.0,0.0,0.0,19605.0,300.0,0.0,0.0,-1100.0,0.0,0.0,1936.0,0.0,0.0,0.0,143149.0,0.0,0.0,0.0,0.0,-7939.0,0.0,0.0,0.0,0.0,15100.0,0.0,0.0,0.0,-2500.0,0.0,-1202.0,0.0
0.0,0.0,0.0,0.0,-3280.0,0.0,0.0,0.0,0.0,0.0,0.0,-73600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9640.0,0.0,0.0,0.0,-3271.0,0.0,0.0,0.0,0.0,0.0,0.0,-47875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45124.0,0.0,0.0,0.0,0.0,-3303.0,0.0,-22815.0,0.0,0.0,-7281.0,0.0,-205.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,12621.0,0.0,0.0,-2.0,0.0,0.0,-28.0,0.0,0.0,0.0,-65514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-86539.0,-49436.0,0.0,0.0,0.0,0.0,0.0,-31061.0,0.0,0.0,0.0,-15916.0,0.0,0.0,0.0,0.0,2309.0,-29033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187597.0,0.0,0.0,-4479.0,0.0,-3056.0,0.0,0.0,0.0,-1593.0,8987.0,-268.0,0.0,-1500.0,0.0,0.0,0.0,0.0
